"ID","group","didSurveyPreE1","didSurveyPreE2","didSurveyPostE1","didSurveyPostE2","sex","race","classstanding","pre_intervention_GPA","highschoolGPA","grade","exam_1","exam_2","gradegoal","gradegoal_E2","motivation","motivation_E2","importance","importance_E2","confidence","confidence_E2","Lecture.notes","Blue.Review","Past.required.HW.problems","Past.recommended.HW.problems","Practice.exam.questions..from.the.lab.workbook.","Problem.Roulette","Name.That.Scenario","Lab.materials..ILPs.","Textbook.readings","Yellow.formula.card","Discussion.with.other.students","Professor.office.hours","GSI.office.hours","Ask.questions.in.class","Private.tutoring","Lecture.notes_E2","Blue.Review_E2","Past.required.HW.problems_E2","Past.recommended.HW.problems_E2","Practice.exam.questions..from.the.lab.workbook._E2","Problem.Roulette_E2","Name.That.Scenario_E2","Lab.materials..ILPs._E2","Textbook.readings_E2","Yellow.formula.card_E2","Discussion.with.other.students_E2","Professor.office.hours_E2","GSI.office.hours_E2","Ask.questions.in.class_E2","Private.tutoring_E2","used_Lecture.notes_poE1","used_Blue.Review_poE1","used_Past.required.HW.problems_poE1","used_Past.recommended.HW.problems_poE1","used_Practice.exam.questions..from.the.lab.workbook._poE1","used_Problem.Roulette_poE1","used_Name.That.Scenario_poE1","used_Lab.materials..ILPs._poE1","used_Textbook.readings_poE1","used_Yellow.formula.card_poE1","used_Discussion.with.other.students_poE1","used_Professor.office.hours_poE1","used_GSI.office.hours_poE1","used_Ask.questions.in.class_poE1","used_Private.tutoring_poE1","usefulness_Lecture.notes_poE1","usefulness_Blue.Review_poE1","usefulness_Past.required.HW.problems_poE1","usefulness_Past.recommended.HW.problems_poE1","usefulness_Practice.exam.questions..from.the.lab.workbook._poE1","usefulness_Problem.Roulette_poE1","usefulness_Name.That.Scenario_poE1","usefulness_Lab.materials..ILPs._poE1","usefulness_Textbook.readings_poE1","usefulness_Yellow.formula.card_poE1","usefulness_Discussion.with.other.students_poE1","usefulness_Professor.office.hours_poE1","usefulness_GSI.office.hours_poE1","usefulness_Ask.questions.in.class_poE1","usefulness_Private.tutoring_poE1","used_Lecture.notes_poE2","used_Blue.Review_poE2","used_Past.required.HW.problems_poE2","used_Past.recommended.HW.problems_poE2","used_Practice.exam.questions..from.the.lab.workbook._poE2","used_Problem.Roulette_poE2","used_Name.That.Scenario_poE2","used_Lab.materials..ILPs._poE2","used_Textbook.readings_poE2","used_Yellow.formula.card_poE2","used_Discussion.with.other.students_poE2","used_Professor.office.hours_poE2","used_GSI.office.hours_poE2","used_Ask.questions.in.class_poE2","used_Private.tutoring_poE2","usefulness_Lecture.notes_poE2","usefulness_Blue.Review_poE2","usefulness_Past.required.HW.problems_poE2","usefulness_Past.recommended.HW.problems_poE2","usefulness_Practice.exam.questions..from.the.lab.workbook._poE2","usefulness_Problem.Roulette_poE2","usefulness_Name.That.Scenario_poE2","usefulness_Lab.materials..ILPs._poE2","usefulness_Textbook.readings_poE2","usefulness_Yellow.formula.card_poE2","usefulness_Discussion.with.other.students_poE2","usefulness_Professor.office.hours_poE2","usefulness_GSI.office.hours_poE2","usefulness_Ask.questions.in.class_poE2","usefulness_Private.tutoring_poE2","E1_why1_relate.to.exam.format","E1_why2_relate.to.other.resources","E1_why3_promote.learning.or.understanding","E1_why4_understanding.of.self","E1_why5_recognize.social.learning.process","E1_plan1_when","E1_plan2_where","E1_plan3_how","E2_why1_relate.to.exam.format","E2_why2_relate.to.other.resources","E2_why3_promote.learning.or.understanding","E2_why4_understanding.of.self","E2_why5_recognize.social.learning.process","E2_plan1_when","E2_plan2_where","E2_plan3_how","Anxious","Frustrated","Insecure","Anxious_E2","Frustrated_E2","Insecure_E2","control.over.grade","control.over.grade_E2","extent.of.planning_poE1","extent.of.planning_poE2","kept.to.plans_poE1","kept.to.plans_poE2","race_dummy","number_pre_complete","number_post_complete","total_surveys_complete","grade_nobonus","exam_1_nobonus","exam_2_nobonus","why1_examformat","why2_otherres","why3_learnundst","why4_selfknow","why5_sociallearn","plan1_when","plan2_where","plan3_how","E1_negemotions","E2_negemotions","E1_negemotions_orig","control.over.grade_orig","extent.of.planning_poE1_orig","motivation_orig","importance_orig","confidence_orig","motivation_E2_orig","importance_E2_orig","confidence_E2_orig","E2_negemotions_orig","control.over.grade_E2_orig","extent.of.planning_poE2_orig","exam1_matched_resource_Lecture.notes","exam1_matched_resource_Blue.Review","exam1_matched_resource_Past.req.HW","exam1_matched_resource_Past.rec.HW","exam1_matched_resource_Prac.exam.qn","exam1_matched_resource_PR","exam1_matched_resource_NTS","exam1_matched_resource_ILP","exam1_matched_resource_Textbook","exam1_matched_resource_Formula.Card","exam1_matched_resource_Other.Students","exam1_matched_resource_OH.Professor","exam1_matched_resource_OH.GSI","exam1_matched_resource_Ask.Qn.Class","exam1_matched_resource_Tutoring","exam2_matched_resource_Lecture.notes","exam2_matched_resource_Blue.Review","exam2_matched_resource_Past.req.HW","exam2_matched_resource_Past.rec.HW","exam2_matched_resource_Prac.exam.qn","exam2_matched_resource_PR","exam2_matched_resource_NTS","exam2_matched_resource_ILP","exam2_matched_resource_Textbook","exam2_matched_resource_Formula.Card","exam2_matched_resource_Other.Students","exam2_matched_resource_OH.Professor","exam2_matched_resource_OH.GSI","exam2_matched_resource_Ask.Qn.Class","exam2_matched_resource_Tutoring","TOTPlannedDid_E1","TOTPlannedNotDid_E1","TOTNotPlannedDid_E1","TOTNotPlannedNotDid_E1","TOTPlanlessDid_E1","TOTPlanlessNotDid_E1","TOTPlannedDid_E2","TOTPlannedNotDid_E2","TOTNotPlannedDid_E2","TOTNotPlannedNotDid_E2","TOTPlanlessDid_E2","TOTPlanlessNotDid_E2","allexams_MeanUsefulness","allexamsprepost_MeanUsefulness","allexamspost_numberOfResourcedUsed","allexamsprepost_numberOfResourcedUsed"
283,1,1,1,1,NA,2,"White/Caucasian","Senior",3.937,4.12,92.6,90,89,2,3,4.75,5.5,4.75,5.5,4.75,5.5,1,NA,1,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,1,1,1,1,1,1,NA,1,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,2,NA,4,3,NA,5,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,4,3,6,6,1,2,4.75,5.375,1.75,NA,5.5,NA,"White/Caucasian",2,1,3,89.62,89.33,88.33,1,1,2,1,2,2,0,2,3,2.5,3.66666666666667,7,2,6,6,6,7,7,7,3,8,NA,"Planned Did","NotPlanned NotDid","Planned Did","Planned Did","Planned NotDid","Planned Did","NotPlanned NotDid","NotPlanned NotDid","NotPlanned NotDid","NotPlanned Did","NotPlanned NotDid","NotPlanned NotDid","NotPlanned NotDid","NotPlanned NotDid","NotPlanned NotDid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,0,1,1,NA,1,1,"White/Caucasian","Sophomore",3.603,3.9,83.9,88,81,2,3,6.25,7,6.25,7,4.75,4.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,3,5,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,7,9,6,8,5.375,4.75,NA,2.5,NA,2.5,"White/Caucasian",2,1,3,82.09,87.33,80.33,0,0,0,0,0,0,0,0,6,4.75,7.66666666666667,8,NA,8,8,6,9,9,6,6,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planless Did","Planless NotDid","Planless Did","Planless Did","Planless Did","Planless NotDid","Planless NotDid","Planless NotDid","Planless NotDid","Planless NotDid","Planless NotDid","Planless NotDid","Planless NotDid","Planless NotDid","Planless NotDid",NA,NA,NA,NA,NA,NA,0,0,0,0,6,9,NA,NA,NA,NA
152,0,1,1,1,1,1,"Asian","Junior",2.967,3.7,73.6,70,66,4,7,5.5,6.25,5.5,7,4,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,4,4,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,4,7,5,8,4.75,4.75,4,5.5,2.5,6.25,"Asian",2,2,4,71.26,69.33,65.33,0,0,0,0,0,0,0,0,3.5,5,4.33333333333333,7,5,7,7,5,8,9,3,6.33333333333333,7,7,"Planless NotDid","Planless NotDid","Planless Did","Planned NotDid","Planless NotDid","Planless NotDid","Planless NotDid","Planless NotDid","Planless NotDid","NotPlanned NotDid","Planless NotDid","Planless Did","Planless Did","Planless NotDid","Planless Did","Planless Did","Planless Did","Planless NotDid","Planless NotDid","Planless Did","Planless NotDid","Planless NotDid","Planless NotDid","Planless NotDid","Planless Did","Planless NotDid","Planless NotDid","Planless NotDid","Planless NotDid","Planless Did",0,0,0,0,10,6,0,0,0,0,5,12,3.6,3.6,9,9
277,1,1,NA,1,1,1,"White/Caucasian","Junior",3.812,4,95.5,91,97,1,1,6.25,6.25,NA,5.5,5.5,6.25,1,1,1,1,1,1,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,5,1,NA,NA,1,1,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,4,2,3,NA,4,NA,4,NA,NA,3,NA,NA,NA,NA,NA,1,1,1,0,1,1,0,1,1,NA,NA,NA,NA,1,0,1,5,3,4,1,1,3,5.375,5.375,5.5,4,4.75,6.25,"White/Caucasian",1,2,3,93.92,90.33,NA,2,1,2,0,2,2,0,2,3,3.5,3.66666666666667,8,7,8,NA,7,8,7,8,4.33333333333333,8,5,"Planned Did","Planned NotDid","Planned NotDid","Planned NotDid","Planned NotDid","Planned NotDid","NotPlanned NotDid","NotPlanned NotDid","Planned NotDid","Planned Did","NotPlanned NotDid","Planned Did","Planned NotDid","NotPlanned NotDid","NotPlanned NotDid","Planless Did","Planless Did","Planless NotDid","Planless NotDid","Planless Did","Planless NotDid","Planless Did","Planless NotDid","Planless NotDid","Planless Did","Planless NotDid","Planless NotDid","Planless NotDid","Planless NotDid","Planless NotDid",3,4,3,10,0,0,4,0,0,0,7,9,4.2,4.2,9,9
250,1,1,1,1,1,1,"Asian","Junior",3.668,4.1,96.1,100,99,2,1,6.25,4.75,6.25,4,4.75,3.25,1,NA,1,1,1,NA,NA,1,NA,1,NA,1,1,NA,NA,1,NA,NA,NA,1,1,NA,1,NA,1,NA,1,1,NA,NA,1,NA,NA,NA,1,1,1,1,1,1,NA,1,NA,NA,NA,5,NA,NA,NA,5,5,3,3,2,5,NA,3,2,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,1,1,NA,NA,NA,NA,5,NA,NA,NA,1,NA,4,NA,NA,2,3,NA,NA,NA,NA,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,8,8,9,8,6,8,2.875,5.375,4.75,6.25,4.75,5.5,"Asian",2,2,4,96.12,99.33,98.33,0,2,2,1,0,2,2,2,6.75,5.25,8.66666666666667,4,6,8,8,6,6,5,4,6.66666666666667,8,8,"Planned Did","NotPlanned NotDid","Planned NotDid","NotPlanned NotDid","Planned Did","Planned Did","NotPlanned Did","Planned Did","Planned Did","Planned Did","NotPlanned NotDid","Planned Did","Planned NotDid","NotPlanned NotDid","NotPlanned NotDid","Planned Did","NotPlanned NotDid","NotPlanned NotDid","NotPlanned NotDid","Planned Did","Planned NotDid","NotPlanned Did","Planned NotDid","NotPlanned NotDid","Planned Did","NotPlanned Did","Planned NotDid","Planned NotDid","NotPlanned NotDid","NotPlanned NotDid",7,0,5,0,0,0,4,4,3,7,0,0,2.54545454545455,2.54545454545455,16,16
275,NA,NA,NA,1,NA,2,"Asian","Sophomore",3.576,NA,82.5,72,87,1,NA,NA,NA,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,1,NA,4,2,3,3,4,4,5,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75,NA,3.25,NA,"Asian",1,1,1,81.02,71.33,86.33,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,"Planless NotDid","Planless NotDid","Planless NotDid","Planless Did","Planless NotDid","Planless NotDid","Planless NotDid","Planless NotDid","Planless NotDid","Planless NotDid","Planless NotDid","Planless Did","Planless NotDid","Planless NotDid","Planless NotDid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,1,1,1,1,1,1,"White/Caucasian","Junior",NA,3.7,80.9,90,81,4,5,5.5,4.75,5.5,7,4,2.5,1,NA,NA,NA,1,1,NA,1,NA,1,1,NA,NA,NA,1,1,NA,NA,1,1,1,1,NA,1,NA,NA,1,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,5,NA,4,NA,5,NA,NA,NA,NA,4,NA,4,NA,NA,NA,1,NA,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,5,NA,NA,4,NA,NA,NA,NA,NA,0,1,1,0,0,1,1,0,1,0,NA,0,1,1,NA,1,9,6,7,8,3,5,5.375,2.875,4.75,4.75,5.5,4.75,"White/Caucasian",2,2,4,79.36,89.33,NA,1,1,2,0,0,2,0,0,4.75,4,6,8,6,7,7,5,6,9,3,5,4,6,"Planned Did","NotPlanned NotDid","NotPlanned Did","NotPlanned NotDid","Planned Did","Planned NotDid","NotPlanned NotDid","Planned NotDid","NotPlanned NotDid","Planned Did","Planned NotDid","NotPlanned NotDid","NotPlanned NotDid","NotPlanned NotDid","Planned NotDid","Planned Did","NotPlanned NotDid","NotPlanned Did","Planned NotDid","Planned Did","Planned NotDid","Planned Did","NotPlanned NotDid","Planned NotDid","NotPlanned Did","NotPlanned NotDid","Planned NotDid","NotPlanned NotDid","NotPlanned NotDid","NotPlanned NotDid",3,0,0,5,0,0,4,2,1,4,0,0,4.14285714285714,4.14285714285714,16,16
287,0,1,1,1,1,1,"White/Caucasian","Sophomore",3.816,2.7,95.5,93,99,1,1,7,6.25,6.25,5.5,5.5,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,4,2,4,4,4,NA,NA,5,NA,2,3,NA,NA,NA,NA,1,NA,1,1,NA,NA,1,1,1,1,NA,NA,NA,1,NA,4,NA,4,1,NA,NA,4,3,3,2,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,5,2,6,6,6,6,6.25,7,4,7,"White/Caucasian",2,2,4,96.12,92.33,98.33,0,0,0,0,0,0,0,0,3.5,4.5,4.33333333333333,9,8,9,8,7,8,7,8,5.66666666666667,9,9,"Planless Did","Planless Did","Planless Did","Planless Did","Planless Did","Planless NotDid","Planless NotDid","Planless Did","Planless NotDid","Planless Did","Planless Did","Planless NotDid","Planless NotDid","Planless NotDid","Planless NotDid","Planless Did","Planless NotDid","Planless Did","Planless Did","Planless NotDid","Planless NotDid","Planless Did","Planless Did","Planless Did","Planless Did","Planless NotDid","Planless NotDid","Planless NotDid","Planless Did","Planless NotDid",0,0,0,0,10,5,0,0,0,0,10,5,4.6,NA,23,23
110,0,NA,1,1,NA,2,"White/Caucasian","Senior",2.567,NA,72.4,79,59,NA,4,NA,5.5,NA,7,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,3,NA,4.125,2.5,NA,3.25,NA,"White/Caucasian",1,1,2,70.46,78.33,NA,0,0,0,0,0,0,0,0,NA,1,NA,NA,3,NA,NA,NA,7,9,5,1,6,NA,"Planless NotDid",NA,"Planless NotDid","Planless NotDid","Planless NotDid","Planless NotDid",NA,"Planless NotDid","Planless NotDid","Planless NotDid","Planless NotDid",NA,NA,"Planless NotDid","Planless NotDid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304,1,1,1,1,1,1,"White/Caucasian",NA,NA,3.7,92.2,88,94,1,3,6.25,7,7,7,6.25,5.5,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,4,NA,NA,1,NA,1,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,3,NA,4,NA,4,3,5,4,1,4,NA,NA,NA,NA,NA,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,5,2,6,5,3,1,5.375,4.75,5.5,4,3.25,5.5,"Asian",2,2,4,90.36,87.33,93.33,1,0,2,1,2,2,0,2,3,3.25,3.66666666666667,8,7,8,9,8,9,9,7,4,7,5,"Planned Did","Planned NotDid","Planned NotDid","Planned NotDid","Planned NotDid","Planned NotDid","Planned NotDid","Planned NotDid","Planned NotDid","Planned Did","Planned NotDid","Planned NotDid","Planned Did","NotPlanned NotDid","NotPlanned NotDid","Planless Did","Planned NotDid","Planless Did","NotPlanned NotDid","Planless Did","Planned Did","NotPlanned Did","NotPlanned Did","Planless Did","Planless Did","Planless NotDid","Planless NotDid","NotPlanned NotDid","Planless NotDid","Planless NotDid",3,7,0,3,0,0,6,1,1,7,5,7,4,4,12,12
