model,effect,group,term,estimate,std.error,statistic,conf.low,conf.high
mixed1,fixed,NA,(Intercept),88.80408079943226,1.5348789500773727,57.85738399432455,85.79577333665196,91.81238826221255
mixed1,fixed,NA,repetition_centered,-1.2081390038318605,0.4928420249788597,-2.4513717227821292,-2.174091622858215,-0.24218638480550592
mixed1,fixed,NA,conditionVaried,-0.1351103477361877,1.1722195105916147,-0.11526027891141143,-2.4326183704709208,2.162397674998545
mixed1,fixed,NA,repetition_centered:conditionVaried,-0.8444656472362292,0.5275421736504572,-1.600754763155223,-1.8784293079171,0.18949801344464168
mixed1,ran_pars,sub_num,sd__(Intercept),8.173356425896973,NA,NA,NA,NA
mixed1,ran_pars,sub_num,cor__(Intercept).repetition,0.14709973486001862,NA,NA,NA,NA
mixed1,ran_pars,sub_num,cor__(Intercept).conditionVaried,-0.7174406370144714,NA,NA,NA,NA
mixed1,ran_pars,sub_num,sd__repetition,0.17161870572467142,NA,NA,NA,NA
mixed1,ran_pars,sub_num,cor__repetition.conditionVaried,0.0031682062551418393,NA,NA,NA,NA
mixed1,ran_pars,sub_num,sd__conditionVaried,6.627181407192573,NA,NA,NA,NA
mixed1,ran_pars,Residual,sd__Observation,10.111611262066148,NA,NA,NA,NA
quadrartic1,fixed,NA,(Intercept),87.78814127431002,1.7391470446095367,50.47769913786658,84.37947570305606,91.19680684556398
quadrartic1,fixed,NA,repetition_centered,-1.30824896067716,0.4971933271196274,-2.6312681392089323,-2.282729975185271,-0.3337679461690487
quadrartic1,fixed,NA,I(repetition_centered^2),1.0309756687638387,0.46386776442475247,2.222563730080194,0.1218115569022139,1.9401397806254637
quadrartic1,fixed,NA,conditionVaried,-0.03231961649669567,1.3088218330956705,-0.024693671575031877,-2.597563271543903,2.5329240385505116
quadrartic1,fixed,NA,repetition_centered:conditionVaried,-0.7341439358572438,0.5240304923061353,-1.4009565218742301,-1.7612248275780624,0.29293695586357493
quadrartic1,fixed,NA,I(repetition_centered^2):conditionVaried,-0.1749851018579776,0.5936311138029852,-0.2947707722679304,-1.3384807050142264,0.9885105012982713
quadrartic1,ran_pars,sub_num,sd__(Intercept),10.38830219561338,NA,NA,NA,NA
quadrartic1,ran_pars,sub_num,cor__(Intercept).conditionVaried,-0.6107086919665193,NA,NA,NA,NA
quadrartic1,ran_pars,sub_num,cor__(Intercept).repetition_centered,0.6255305050426407,NA,NA,NA,NA
quadrartic1,ran_pars,sub_num,cor__(Intercept).I(repetition_centered^2),-0.7409682666479508,NA,NA,NA,NA
quadrartic1,ran_pars,sub_num,sd__conditionVaried,6.586576905467151,NA,NA,NA,NA
quadrartic1,ran_pars,sub_num,cor__conditionVaried.repetition_centered,-0.08760021039869609,NA,NA,NA,NA
quadrartic1,ran_pars,sub_num,cor__conditionVaried.I(repetition_centered^2),0.29398374851660497,NA,NA,NA,NA
quadrartic1,ran_pars,sub_num,sd__repetition_centered,2.0822251492629635,NA,NA,NA,NA
quadrartic1,ran_pars,sub_num,cor__repetition_centered.I(repetition_centered^2),-0.977604980077344,NA,NA,NA,NA
quadrartic1,ran_pars,sub_num,sd__I(repetition_centered^2),1.2256658159485323,NA,NA,NA,NA
quadrartic1,ran_pars,Residual,sd__Observation,10.026713980103827,NA,NA,NA,NA
