"ID","group","didSurveyPreE1","didSurveyPreE2","didSurveyPostE1","didSurveyPostE2","sex","race","classstanding","pre_intervention_GPA","highschoolGPA","grade","exam_1","exam_2","gradegoal","gradegoal_E2","motivation","motivation_E2","importance","importance_E2","confidence","confidence_E2","Lecture.notes","Blue.Review","Past.required.HW.problems","Past.recommended.HW.problems","Practice.exam.questions..from.the.lab.workbook.","Problem.Roulette","Name.That.Scenario","Lab.materials..ILPs.","Textbook.readings","Yellow.formula.card","Discussion.with.other.students","Professor.office.hours","GSI.office.hours","Ask.questions.in.class","Private.tutoring","Lecture.notes_E2","Blue.Review_E2","Past.required.HW.problems_E2","Past.recommended.HW.problems_E2","Practice.exam.questions..from.the.lab.workbook._E2","Problem.Roulette_E2","Name.That.Scenario_E2","Lab.materials..ILPs._E2","Textbook.readings_E2","Yellow.formula.card_E2","Discussion.with.other.students_E2","Professor.office.hours_E2","GSI.office.hours_E2","Ask.questions.in.class_E2","Private.tutoring_E2","used_Lecture.notes_poE1","used_Blue.Review_poE1","used_Past.required.HW.problems_poE1","used_Past.recommended.HW.problems_poE1","used_Practice.exam.questions..from.the.lab.workbook._poE1","used_Problem.Roulette_poE1","used_Name.That.Scenario_poE1","used_Lab.materials..ILPs._poE1","used_Textbook.readings_poE1","used_Yellow.formula.card_poE1","used_Discussion.with.other.students_poE1","used_Professor.office.hours_poE1","used_GSI.office.hours_poE1","used_Ask.questions.in.class_poE1","used_Private.tutoring_poE1","usefulness_Lecture.notes_poE1","usefulness_Blue.Review_poE1","usefulness_Past.required.HW.problems_poE1","usefulness_Past.recommended.HW.problems_poE1","usefulness_Practice.exam.questions..from.the.lab.workbook._poE1","usefulness_Problem.Roulette_poE1","usefulness_Name.That.Scenario_poE1","usefulness_Lab.materials..ILPs._poE1","usefulness_Textbook.readings_poE1","usefulness_Yellow.formula.card_poE1","usefulness_Discussion.with.other.students_poE1","usefulness_Professor.office.hours_poE1","usefulness_GSI.office.hours_poE1","usefulness_Ask.questions.in.class_poE1","usefulness_Private.tutoring_poE1","used_Lecture.notes_poE2","used_Blue.Review_poE2","used_Past.required.HW.problems_poE2","used_Past.recommended.HW.problems_poE2","used_Practice.exam.questions..from.the.lab.workbook._poE2","used_Problem.Roulette_poE2","used_Name.That.Scenario_poE2","used_Lab.materials..ILPs._poE2","used_Textbook.readings_poE2","used_Yellow.formula.card_poE2","used_Discussion.with.other.students_poE2","used_Professor.office.hours_poE2","used_GSI.office.hours_poE2","used_Ask.questions.in.class_poE2","used_Private.tutoring_poE2","usefulness_Lecture.notes_poE2","usefulness_Blue.Review_poE2","usefulness_Past.required.HW.problems_poE2","usefulness_Past.recommended.HW.problems_poE2","usefulness_Practice.exam.questions..from.the.lab.workbook._poE2","usefulness_Problem.Roulette_poE2","usefulness_Name.That.Scenario_poE2","usefulness_Lab.materials..ILPs._poE2","usefulness_Textbook.readings_poE2","usefulness_Yellow.formula.card_poE2","usefulness_Discussion.with.other.students_poE2","usefulness_Professor.office.hours_poE2","usefulness_GSI.office.hours_poE2","usefulness_Ask.questions.in.class_poE2","usefulness_Private.tutoring_poE2","E1_why1_relate.to.exam.format","E1_why2_relate.to.other.resources","E1_why3_promote.learning.or.understanding","E1_why4_understanding.of.self","E1_why5_recognize.social.learning.process","E1_plan1_when","E1_plan2_where","E1_plan3_how","E2_why1_relate.to.exam.format","E2_why2_relate.to.other.resources","E2_why3_promote.learning.or.understanding","E2_why4_understanding.of.self","E2_why5_recognize.social.learning.process","E2_plan1_when","E2_plan2_where","E2_plan3_how","Anxious","Frustrated","Insecure","Anxious_E2","Frustrated_E2","Insecure_E2","control.over.grade","control.over.grade_E2","extent.of.planning_poE1","extent.of.planning_poE2","kept.to.plans_poE1","kept.to.plans_poE2","race_dummy","number_pre_complete","number_post_complete","total_surveys_complete","grade_nobonus","exam_1_nobonus","exam_2_nobonus","why1_examformat","why2_otherres","why3_learnundst","why4_selfknow","why5_sociallearn","plan1_when","plan2_where","plan3_how","E1_negemotions","E2_negemotions","E1_negemotions_orig","control.over.grade_orig","extent.of.planning_poE1_orig","motivation_orig","importance_orig","confidence_orig","motivation_E2_orig","importance_E2_orig","confidence_E2_orig","E2_negemotions_orig","control.over.grade_E2_orig","extent.of.planning_poE2_orig","exam1_matched_resource_Lecture.notes","exam1_matched_resource_Blue.Review","exam1_matched_resource_Past.req.HW","exam1_matched_resource_Past.rec.HW","exam1_matched_resource_Prac.exam.qn","exam1_matched_resource_PR","exam1_matched_resource_NTS","exam1_matched_resource_ILP","exam1_matched_resource_Textbook","exam1_matched_resource_Formula.Card","exam1_matched_resource_Other.Students","exam1_matched_resource_OH.Professor","exam1_matched_resource_OH.GSI","exam1_matched_resource_Ask.Qn.Class","exam1_matched_resource_Tutoring","exam2_matched_resource_Lecture.notes","exam2_matched_resource_Blue.Review","exam2_matched_resource_Past.req.HW","exam2_matched_resource_Past.rec.HW","exam2_matched_resource_Prac.exam.qn","exam2_matched_resource_PR","exam2_matched_resource_NTS","exam2_matched_resource_ILP","exam2_matched_resource_Textbook","exam2_matched_resource_Formula.Card","exam2_matched_resource_Other.Students","exam2_matched_resource_OH.Professor","exam2_matched_resource_OH.GSI","exam2_matched_resource_Ask.Qn.Class","exam2_matched_resource_Tutoring","TOTPlannedDid_E1","TOTPlannedNotDid_E1","TOTNotPlannedDid_E1","TOTNotPlannedNotDid_E1","TOTPlanlessDid_E1","TOTPlanlessNotDid_E1","TOTPlannedDid_E2","TOTPlannedNotDid_E2","TOTNotPlannedDid_E2","TOTNotPlannedNotDid_E2","TOTPlanlessDid_E2","TOTPlanlessNotDid_E2","allexams_MeanUsefulness","allexamsprepost_MeanUsefulness","allexamspost_numberOfResourcedUsed","allexamsprepost_numberOfResourcedUsed"
283,1,1,1,1,1,2,"White/Caucasian","Sophomore",3.437,3.89,82.1,92,86,2,NA,6.25,6.25,6.25,5.5,NA,2.5,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,1,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,5,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,1,0,1,NA,NA,NA,0,1,9,1,7,5,5,7,3.5,NA,5.5,4.75,5.5,NA,"White/Caucasian",2,2,4,53.12,NA,NA,2,0,2,0,0,0,0,1,2.75,7,1,4,6,7,9,5,NA,9,4,6.33333333333333,6,8,"NotPlanned Did","NotPlanned NotDid","Planned NotDid","Planless Did","Planned Did","Planned Did","Planless NotDid",NA,"Planless Did","Planless NotDid","Planless NotDid","NotPlanned NotDid","Planless NotDid",NA,"NotPlanned NotDid","Planned Did","Planless NotDid",NA,"Planless Did","Planless Did",NA,"Planless Did",NA,"NotPlanned NotDid","Planned NotDid","Planless NotDid","Planned Did","Planned Did","NotPlanned NotDid","Planless NotDid",8,0,0,0,8,11,0,4,NA,4,NA,0,4,4.5,NA,22
125,0,1,1,1,1,1,"Asian","Sophomore",3.022,4.2,90.2,84,92,2,4,NA,7,NA,6.25,4,4.75,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,1,NA,NA,3,NA,5,NA,5,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,4,4,3,NA,4,5,3,5,NA,5,5,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,8,2,2,2.25,4.75,NA,5.5,NA,2.5,"White/Caucasian",1,1,0,77.89,74.33,92.33,0,2,1,0,0,2,0,0,4.25,NA,9,7,NA,NA,7,7,9,8,7,5,7,7,"Planned Did","NotPlanned NotDid",NA,"Planless NotDid",NA,"Planned Did","Planned NotDid","Planless NotDid",NA,"Planless Did",NA,NA,"Planless NotDid","Planless NotDid","NotPlanned NotDid",NA,"Planless Did","Planless Did","Planless NotDid","Planned Did","Planned Did","Planned Did",NA,NA,NA,"NotPlanned Did","Planless NotDid",NA,"NotPlanned NotDid","NotPlanned NotDid",7,0,0,7,0,5,0,0,0,7,0,2,4.03846153846154,4.28571428571429,7,NA
294,1,NA,1,1,1,2,"Asian","Junior",2.985,3.7,55.8,88,54,2,NA,6.25,7,NA,6.25,5.5,4.75,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,4,4,NA,NA,4,4,NA,NA,2,NA,NA,NA,5,NA,5,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,1,0,1,1,2,6,4,5,8,5.375,4.75,NA,4.75,NA,4,"White/Caucasian",2,1,4,87.12,81.33,98.33,2,2,0,0,0,0,1,0,3,4,NA,8,8,NA,8,7,8,9,NA,5.33333333333333,7,7,"Planless NotDid",NA,NA,NA,NA,"Planless Did","NotPlanned NotDid","Planless NotDid","Planless NotDid","Planless Did","NotPlanned NotDid","Planless NotDid",NA,NA,NA,"Planless Did",NA,"Planless NotDid","NotPlanned NotDid","Planless Did","Planned Did","NotPlanned Did",NA,"NotPlanned NotDid","Planless Did","NotPlanned NotDid","Planless Did",NA,"NotPlanned NotDid",NA,NA,2,0,0,NA,9,NA,0,NA,0,NA,11,4.6,NA,16,17
165,0,1,1,1,1,2,"Multi-racial","Sophomore",NA,NA,79.5,86,87,1,2,5.5,7,NA,6.25,4,3.25,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,4,NA,3,1,2,3,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5,1,NA,NA,3,5,NA,NA,NA,5,NA,NA,5,NA,NA,0,1,1,NA,1,1,NA,0,1,NA,0,0,NA,1,NA,1,5,NA,9,9,6,3,5.375,4.75,NA,NA,2.5,3.25,"White/Caucasian",2,2,4,73.33,81.33,81.33,0,0,0,0,2,2,0,0,2,4,4,6,7,NA,8,5,6,6,5,5,NA,NA,"Planned Did","Planless NotDid",NA,"Planless Did","Planless Did","Planless Did","Planned NotDid","Planless Did","Planless Did","Planned Did","Planless Did","Planless NotDid","NotPlanned NotDid",NA,"Planless NotDid","Planned Did",NA,"NotPlanned NotDid","NotPlanned NotDid","Planned Did","NotPlanned NotDid","NotPlanned Did",NA,"Planned NotDid","Planned Did",NA,"NotPlanned NotDid","Planned Did","Planless NotDid",NA,0,0,0,0,8,NA,0,0,0,NA,15,0,4,2.79166666666667,16,14
241,1,1,1,1,1,2,"White/Caucasian","Junior",3.36,3.05,58.5,86,82,2,2,NA,7,7,6.25,4,4,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,5,NA,5,NA,2,NA,NA,NA,4,5,NA,5,4,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2,3,NA,2,NA,NA,5,NA,5,5,NA,5,NA,NA,1,NA,1,0,NA,NA,NA,1,NA,NA,1,NA,0,1,1,NA,3,NA,2,7,1,3,NA,6,NA,4.75,3.25,5.5,"White/Caucasian",1,1,4,58.69,76.33,78.33,2,1,0,0,0,0,0,2,7,4,7,8,NA,8,8,NA,5,8,6,6,6,6,"Planless NotDid","Planless Did","Planless Did","Planless NotDid","Planned Did","Planned Did","NotPlanned NotDid","Planless Did","Planless NotDid","NotPlanned Did",NA,"Planless NotDid","Planned Did",NA,"NotPlanned Did","Planned Did",NA,"Planless Did","Planless Did","Planless Did",NA,"Planless Did","Planless Did","Planless NotDid",NA,"NotPlanned Did","Planless Did","Planned NotDid","NotPlanned NotDid","Planless NotDid",0,0,0,0,0,NA,0,0,NA,6,0,8,NA,3.04545454545455,13,NA
157,0,1,1,NA,1,1,"Asian","Senior",3.022,4,90.3,88,84,NA,3,6.25,6.25,NA,7,6.25,4,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,2,NA,5,4,NA,NA,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,4,NA,NA,NA,NA,2,NA,4,NA,NA,NA,NA,NA,NA,3,NA,NA,1,1,NA,NA,NA,1,0,NA,NA,0,1,1,NA,NA,6,6,9,9,3,9,2.25,5.375,5.5,NA,4.75,5.5,"White/Caucasian",2,1,4,57.36,88.33,83.33,0,1,0,0,0,0,0,2,4.75,3.75,5.66666666666667,7,7,7,7,3,8,9,NA,4.33333333333333,6,NA,"Planned Did",NA,NA,"Planned Did","Planless Did","Planless NotDid","Planless NotDid","Planless NotDid","Planned NotDid","Planless Did","NotPlanned NotDid","Planless NotDid","NotPlanned NotDid","NotPlanned Did",NA,"Planned Did","Planned Did","NotPlanned NotDid","NotPlanned NotDid","Planless Did",NA,"Planned Did","Planless NotDid","Planless NotDid","Planned Did",NA,NA,"Planless Did","Planless NotDid","NotPlanned NotDid",NA,0,0,0,6,7,6,0,0,NA,NA,NA,NA,2.63157894736842,15,9
125,NA,1,1,1,1,2,"White/Caucasian","Senior",3.113,3.85,85,77,98,3,2,5.5,7,6.25,6.25,4,2.5,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,1,1,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,3,3,NA,NA,2,NA,3,1,NA,5,NA,NA,1,1,1,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,5,5,NA,5,4,NA,5,NA,5,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,0,NA,NA,NA,NA,0,1,7,NA,9,7,5,5,4.75,4.75,4,3.25,NA,2.5,"Asian",2,2,3,88.52,71.33,78.33,2,0,0,0,2,0,0,2,NA,5,NA,7,NA,6,6,7,9,8,6,3,6,5,"Planless Did","NotPlanned NotDid","Planless NotDid","Planned Did","Planned Did","NotPlanned NotDid","Planned NotDid","Planless NotDid","NotPlanned Did",NA,"Planless Did","NotPlanned NotDid",NA,"Planless NotDid","Planned Did","Planless Did","Planless Did",NA,"Planless NotDid",NA,NA,"Planless NotDid","Planless Did","NotPlanned NotDid","Planless NotDid","NotPlanned Did","NotPlanned NotDid","NotPlanned NotDid",NA,"NotPlanned NotDid",NA,2,4,0,10,15,NA,0,0,10,0,4,3.2,4.33333333333333,13,25
241,0,1,1,1,1,2,"White/Caucasian","Junior",2.932,NA,80.7,97,87,5,NA,NA,5.5,7,7,4,4,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA,5,4,NA,NA,NA,4,3,NA,NA,5,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,4,NA,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,5,1,1,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,8,2,8,9,5,5,5.375,NA,2.5,5.5,5.5,2.5,"White/Caucasian",0,2,3,65.82,NA,80.33,2,0,0,1,0,0,0,2,4.5,7,NA,7,3,8,9,2,8,NA,5,4.33333333333333,6,6,"Planless Did",NA,"Planless Did","Planless Did","Planless Did","Planless Did","NotPlanned NotDid","Planless Did","Planless Did","Planless Did","Planless Did","Planless NotDid","Planless NotDid","NotPlanned NotDid","Planless Did","Planless Did","Planned Did","Planless Did","Planless Did","Planned Did",NA,"Planless Did",NA,"Planless NotDid","Planned Did",NA,"Planless NotDid",NA,"NotPlanned NotDid","NotPlanned NotDid",0,2,0,3,9,0,8,0,0,7,0,0,4.03846153846154,5,6,20
277,1,NA,1,NA,1,1,"White/Caucasian","Junior",3.506,NA,85.4,69,83,2,3,5.5,7,NA,5.5,5.5,4,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,5,5,3,NA,5,NA,NA,NA,1,3,4,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,1,5,3,4,NA,5,NA,NA,3,1,5,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,NA,1,1,9,NA,6,9,NA,1,4.125,4.75,NA,2.5,5.5,4.75,NA,2,2,4,85.22,67.33,93.33,0,2,0,1,0,0,0,0,2.75,4.5,3.66666666666667,7,NA,7,7,7,7,8,8,4.66666666666667,7,4,"Planless Did",NA,"NotPlanned Did","NotPlanned NotDid",NA,"Planned Did",NA,"Planless Did","Planless NotDid","Planned Did","NotPlanned NotDid","Planless NotDid","Planless NotDid",NA,"Planless NotDid",NA,"Planless Did",NA,"NotPlanned NotDid",NA,"Planned NotDid","Planless Did","NotPlanned NotDid","Planless NotDid","Planless Did","Planless NotDid","Planless NotDid","Planless NotDid","NotPlanned NotDid","Planless NotDid",0,5,0,NA,0,8,0,0,0,5,0,4,4,NA,10,22
208,1,NA,1,NA,1,1,"White/Caucasian","Junior",2.567,4,88,74,96,2,1,6.25,4.75,4,6.25,4.75,5.5,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,1,5,NA,NA,NA,4,4,3,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,1,NA,NA,5,1,NA,NA,5,NA,5,NA,1,3,NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,NA,1,NA,NA,NA,1,0,1,8,1,8,4,6,9,NA,5.375,4,3.25,NA,6.25,NA,2,0,2,60.32,NA,86.33,2,0,0,1,2,0,0,2,4.5,5.75,7,7,8,5,NA,4,NA,9,7,3,8,6,"Planless Did","Planless NotDid","NotPlanned Did","Planned Did","Planless NotDid","Planless NotDid",NA,NA,NA,"Planned Did",NA,"Planless NotDid","Planless NotDid",NA,"Planned Did","NotPlanned NotDid","NotPlanned NotDid","NotPlanned NotDid","Planless Did","Planned Did",NA,"NotPlanned NotDid","NotPlanned NotDid",NA,"Planned Did","Planned Did","Planned NotDid","Planless NotDid","Planless NotDid","Planless NotDid",0,NA,0,0,10,0,5,NA,0,NA,12,NA,NA,NA,6,NA
